sale_id,product_id,product_name,category,manufacturer,batch_number,expiration_date,restock_date,units_in_stock,units_sold,sale_date,unit_price,total_sale_amount,store_id,store_name,store_street_address,store_city,store_state,store_postal_code,store_country,sale_month,sale_year,days_to_expiry,days_since_restock,total_units_sold,transaction_count,avg_units_sold,fuzzy_score,movement_class
SYN00042,P1346,Amoxicillin 500mg,antibiotic,MediCore Inc.,AMX-24B,2026-06-18,2024-05-20,105,8,2025-04-10,12.838115762939388,102.7,ST023,Uptown Pharmacy,4812 Maple Ave,Dallas,TX,75219,USA,4,2025,77,682,367,52,7.0576923076923075,4.667,Moderate
SYN00043,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-04-29,2027-03-04,10,4,2027-03-15,36.72816652837762,146.91,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,3,2027,758,-336,173,57,3.0350877192982457,4.196,Moderate
SYN00044,P1421,Melatonin 5mg,supplement,NutriHealth,MEL-2402E,2025-12-04,2024-11-02,112,5,2024-11-20,7.641081682060115,38.21,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702,USA,11,2024,-119,516,334,56,5.964285714285714,4.667,Moderate
SYN00045,P1022,Lisinopril 10mg,antihypertensive,MediCore Labs,LIS-24L-022,2027-02-01,2025-12-26,180,10,2026-01-09,7.923128919592481,79.23,ST022,Healthy Living,603 Wellness St,Miami,FL,33101,USA,1,2026,305,97,482,48,10.041666666666666,4.381,Moderate
SYN00046,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-08-19,2025-08-18,81,6,2025-08-31,8.70728608449402,52.24,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,8,2025,139,227,255,52,4.903846153846154,3.967,Moderate
SYN00046,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-08-19,2025-08-18,81,6,2025-08-31,8.70728608449402,52.24,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,8,2025,139,227,167,55,3.036363636363636,3.44,Slow Moving
SYN00047,P1001,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A-001,2025-12-07,2024-10-18,111,1,2024-11-09,7.713358943030302,7.71,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2024,-116,531,391,98,3.989795918367347,4.641,Moderate
SYN00048,P1346,Amoxicillin 500mg,antibiotic,MediCore Inc.,AMX-24B,2026-06-01,2024-05-25,89,7,2025-04-04,11.926438643479152,83.49,ST023,Uptown Pharmacy,4812 Maple Ave,Dallas,TX,75219,USA,4,2025,60,677,367,52,7.0576923076923075,4.667,Moderate
SYN00049,P1029,Zinc Gluconate 50mg,supplement,NutriHealth Inc.,ZNC-25A,2028-09-07,2027-07-13,34,4,2027-07-26,6.7949409182626255,27.18,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,7,2027,889,-467,108,52,2.076923076923077,3.439,Slow Moving
SYN00049,P1029,Zinc Gluconate 50mg,supplement,NutriHealth Inc.,ZNC-25A,2028-09-07,2027-07-13,34,4,2027-07-26,6.7949409182626255,27.18,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,7,2027,889,-467,233,60,3.8833333333333333,5.304,Moderate
SYN00050,P1411,Influenza Vaccine 2024,vaccine,MedVax Labs,FLU-2024B,2026-02-08,2024-09-09,319,84,2024-11-09,17.298333829698205,1453.06,ST027,WellSpring Clinic,4850 Lakeview Dr,Madison,WI,53705,USA,11,2024,-53,570,4280,51,83.92156862745098,6.138,Moderate
SYN00050,P1411,Influenza Vaccine 2024,vaccine,MedVax Labs,FLU-2024B,2026-02-08,2024-09-09,319,84,2024-11-09,17.298333829698205,1453.06,ST027,WellSpring Clinic,4850 Lakeview Dr,Madison,WI,53705,USA,11,2024,-53,570,316,62,5.096774193548387,6.205,Moderate
SYN00051,P1534,Salbutamol 2mg,bronchodilator,Airways Pharmaceuticals,SAL-2404A,2026-03-15,2024-03-22,45,3,2024-04-13,15.545435548890891,46.64,ST022,MetroCare Pharmacy,1220 Maple Ave,Newport,KY,41071,USA,4,2024,-18,741,109,48,2.2708333333333335,3.439,Slow Moving
SYN00052,P1051,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-23C,2025-10-16,2024-08-24,51,6,2025-03-18,8.90445154648645,53.43,ST021,HealthFirst Pharmacy,123 Elm St,Nashville,TN,37209,USA,3,2025,-168,586,141,67,2.1044776119402986,5.143,Moderate
SYN00052,P1051,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-23C,2025-10-16,2024-08-24,51,6,2025-03-18,8.90445154648645,53.43,ST021,HealthFirst Pharmacy,123 Elm St,Nashville,TN,37209,USA,3,2025,-168,586,279,47,5.9361702127659575,3.898,Moderate
SYN00053,P1190,Hydrochlorothiazide 25mg,other,MediCore Labs,HCTZ-24A,2027-07-14,2026-07-07,111,8,2026-07-10,13.435557042366966,107.48,ST023,Better Health Rx,88 North St,Birmingham,AL,35203,USA,7,2026,468,-96,376,53,7.09433962264151,4.667,Moderate
SYN00054,P1007,Levothyroxine 88mcg,hormone,EndoLife Corp,LEV-23Y-007,2025-09-12,2024-09-14,23,1,2024-09-22,40.548677969929095,40.55,ST007,SpecialtyRx,210 Medical Pkwy,Cleveland,OH,44114,USA,9,2024,-202,565,315,52,6.0576923076923075,4.667,Moderate
SYN00054,P1007,Levothyroxine 88mcg,hormone,EndoLife Corp,LEV-23Y-007,2025-09-12,2024-09-14,23,1,2024-09-22,40.548677969929095,40.55,ST007,SpecialtyRx,210 Medical Pkwy,Cleveland,OH,44114,USA,9,2024,-202,565,59,47,1.2553191489361701,3.439,Slow Moving
SYN00055,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-09-29,2025-09-16,180,9,2025-09-16,7.231906247835371,65.09,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004,USA,9,2025,180,198,504,55,9.163636363636364,5.104,Moderate
SYN00056,P1408,Doxycycline 100mg,antibiotic,MediCore Inc.,DOX-2404K,2026-09-15,2024-09-09,67,3,2024-09-17,17.940047128153104,53.82,ST024,Vitality Drugs,246 East Rd,Seattle,WA,98109,USA,9,2024,166,570,172,42,4.095238095238095,2.713,Slow Moving
SYN00057,P1063,Prednisolone 10mg,other,Sterix Pharma,PRD-25A,2028-07-01,2027-05-11,46,2,2027-06-02,13.395964995662432,26.79,ST037,PharmSave,1500 Clifton Rd,Atlanta,GA,30322,USA,6,2027,821,-404,77,40,1.925,1.333,Slow Moving
SYN00058,P1464,Estradiol 1mg,hormone,PharmaGenix,EST-24E,2028-03-18,2027-02-25,10,1,2027-03-02,89.53808826091243,89.54,ST050,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001,USA,3,2027,716,-329,70,57,1.2280701754385965,4.191,Moderate
SYN00059,P1045,Multivitamin Kids,supplement,NutriHealth Inc,MLT-24B-045,2026-06-24,2025-05-15,115,7,2025-06-11,8.874607020216722,62.12,ST026,Northside Drugs,201 North St,Baltimore,MD,21201,USA,6,2025,83,322,522,57,9.157894736842104,5.503,Moderate
SYN00059,P1045,Multivitamin Kids,supplement,NutriHealth Inc,MLT-24B-045,2026-06-24,2025-05-15,115,7,2025-06-11,8.874607020216722,62.12,ST026,Northside Drugs,201 North St,Baltimore,MD,21201,USA,6,2025,83,322,358,51,7.019607843137255,4.667,Moderate
SYN00060,P1022,Lisinopril 10mg,antihypertensive,MediCore Labs,LIS-24L-022,2027-01-27,2026-01-05,183,10,2026-01-07,7.540578340526154,75.41,ST022,Healthy Living,603 Wellness St,Miami,FL,33101,USA,1,2026,300,87,482,48,10.041666666666666,4.381,Moderate
SYN00061,P1042,Hydroxyzine 10mg,antihistamine,AllergyFree Ltd,HYZ-24C-042,2026-03-06,2025-02-19,53,4,2025-02-19,16.580495767174803,66.32,ST041,CommunityMed,500 Oakridge Rd,Columbus,OH,43215,USA,2,2025,-27,407,163,53,3.0754716981132075,3.44,Slow Moving
SYN00062,P1009,Influenza Vaccine,vaccine,BioShield,FLU-24V-009,2026-02-01,2024-09-10,392,71,2024-10-09,18.94715734388828,1345.25,ST009,Giant Chemist,450 Union Ave,Seattle,WA,98101,USA,10,2024,-60,569,2813,40,70.325,5.143,Moderate
SYN00063,P1367,Ranitidine 150mg,antacid,GastroCare,RAN-2402A,2025-12-26,2024-01-07,496,101,2024-01-24,4.373062209290448,441.68,ST010,Giant Chemist,77 Commerce Blvd,Dallas,TX,75204,USA,1,2024,-97,816,4307,43,100.16279069767442,5.025,Moderate
SYN00064,P1128,Calcium Carbonate 500mg,antacid,DigestiveCare,CAC-24A,2028-02-06,2027-02-09,146,8,2027-02-13,6.910831327929052,55.29,ST015,Care Max,55 Maple Blvd,San Diego,CA,92101,USA,2,2027,675,-313,454,50,9.08,4.735,Moderate
SYN00065,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-09-17,2025-08-10,96,4,2025-08-24,8.856472134196938,35.43,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,8,2025,168,235,255,52,4.903846153846154,3.967,Moderate
SYN00065,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-09-17,2025-08-10,96,4,2025-08-24,8.856472134196938,35.43,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,8,2025,168,235,167,55,3.036363636363636,3.44,Slow Moving
SYN00066,P1092,Levothyroxine 75mcg,hormone,ThyroGenix,LEV-23F,2028-01-09,2026-01-12,10,1,2026-04-01,37.50014096736514,37.5,ST027,Care Max Pharmacy,9212 Pinecrest Rd,Columbia,SC,29223,USA,4,2026,647,80,106,51,2.0784313725490198,3.439,Slow Moving
SYN00067,P1106,Rabeprazole 20mg,antacid,DigestAid Corp,RAB-24B,2027-12-27,2026-12-31,200,16,2027-01-07,12.005589618535824,192.09,ST029,QuickMed Pharmacy,801 Elm St,Tampa,FL,33605,USA,1,2027,634,-273,986,66,14.93939393939394,8.0,Fast Moving
SYN00068,P1108,Pantoprazole 40mg,antacid,DigestAid Corp,PAN-25B,2028-08-15,2027-07-28,134,9,2027-08-29,12.75764731376474,114.82,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,8,2027,866,-482,506,51,9.92156862745098,5.117,Moderate
SYN00069,P1014,Metformin 500mg,antidiabetic,MediCore Labs,MET-24M-014,2026-09-11,2025-08-01,242,11,2025-08-17,8.218341053867965,90.4,ST014,UrbanMeds,90 7th Ave,New York,NY,10001,USA,8,2025,162,244,598,50,11.96,5.582,Moderate
SYN00070,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-12-03,2025-11-18,130,9,2025-11-15,10.31638874380137,92.85,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2025,245,135,584,64,9.125,6.189,Moderate
SYN00071,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-09-21,2025-09-15,194,9,2025-09-15,7.7252403880965295,69.53,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004,USA,9,2025,172,199,504,55,9.163636363636364,5.104,Moderate
SYN00072,P1344,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-24A,2027-06-14,2026-06-19,82,6,2026-06-18,19.03684258476239,114.22,ST038,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101,USA,6,2026,438,-78,301,59,5.101694915254237,6.149,Moderate
SYN00073,P1572,Influenza Vaccine 2024,vaccine,ImmuniSafe,FLU-24B,2026-01-30,2024-09-26,338,74,2024-10-14,16.041807303962493,1187.09,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501,USA,10,2024,-62,553,4436,59,75.1864406779661,6.796,Fast Moving
SYN00074,P1490,Zinc Gluconate 50mg,supplement,NutriHealth,ZIN-2401G,2025-11-09,2024-11-09,127,7,2024-11-10,6.852034300643961,47.96,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702,USA,11,2024,-144,509,311,45,6.911111111111111,3.629,Moderate
SYN00075,P1435,Naproxen 220mg,analgesic,HealWell Pharma,NAP-2404B,2026-03-20,2024-03-22,56,4,2024-04-12,10.620111778235474,42.48,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904,USA,4,2024,-13,741,132,44,3.0,3.378,Slow Moving
SYN00076,P1020,Fish Oil 1000mg,supplement,NutriHealth Inc,FIS-24F-020,2026-07-12,2025-06-23,90,8,2025-07-09,9.861879058689816,78.9,ST020,Oceanview Pharmacy,101 Beach Dr,San Diego,CA,92101,USA,7,2025,101,283,362,45,8.044444444444444,3.629,Moderate
