sale_id,product_id,product_name,category,manufacturer,batch_number,expiration_date,restock_date,units_in_stock,units_sold,sale_date,unit_price,total_sale_amount,store_id,store_name,store_street_address,store_city,store_state,store_postal_code,store_country
SYN00031,P1040,Influenza Vaccine,vaccine,BioShield,FLU-24V-040,2026-01-21,2024-09-13,350,60,2024-10-04,20.244437541362768,1214.67,ST040,Giant Chemist,450 Union Ave,Seattle,WA,98101.0,USA
SYN00032,P1131,Levothyroxine 50mcg,hormone,ThyroGenix,LTX-23A1,2025-11-12,2024-12-07,15,1,2024-12-06,49.948459070728404,49.95,ST017,ExpressRx,1012 Hillside Rd,Eugene,OR,97401.0,USA
SYN00033,P1051,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-23C,2025-10-19,2024-08-05,57,5,2025-03-15,8.767649364371287,43.84,ST021,HealthFirst Pharmacy,123 Elm St,Nashville,TN,37209.0,USA
SYN00034,P1087,Prednisone 20mg,other,Sterix Pharma,PRED-25A,2028-08-01,2027-07-16,71,8,2027-07-13,13.381784244746754,107.05,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205.0,USA
SYN00035,P1087,Prednisone 20mg,other,Sterix Pharma,PRED-25A,2028-09-07,2027-07-03,64,6,2027-07-18,13.50504895638401,81.03,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205.0,USA
SYN00036,P1030,Albuterol Inhaler,bronchodilator,RespiraMed,ALB-24B-030,2026-01-07,2024-11-26,44,2,2024-12-06,45.79110852976536,91.58,ST030,UrbanMeds,90 7th Ave,New York,NY,10001.0,USA
SYN00037,P9999,,,,,2099-12-23,,10,1,2098-12-31,0.010378109600474776,0.01,ST999,,,,,,
SYN00038,P1307,Loratadine 10mg,antihistamine,AllergyFree Labs,LORA-2402B,2025-11-23,2024-12-08,65,9,2024-12-10,6.856814257657711,61.71,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501.0,USA
SYN00039,P1043,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-25B,2028-04-06,2027-02-18,99,6,2027-02-10,9.101640404712795,54.61,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014.0,USA
SYN00040,P1149,Omeprazole 20mg,antacid,GastroCare,OME-23C,2027-10-31,2026-12-16,1208,340,2027-01-19,7.547919430838216,2566.29,ST018,Pharmacy Depot,201 Liberty St,Atlanta,GA,30303.0,USA
SYN00041,P1102,Vitamin C 1000mg,supplement,NutriHealth Inc,VITC-2331,2026-05-20,2025-05-11,182,4,2025-05-19,12.072678324024329,48.29,ST013,GreenLeaf Pharmacy,100 Elm Dr,Columbus,OH,43215.0,USA
SYN00042,P1346,Amoxicillin 500mg,antibiotic,MediCore Inc.,AMX-24B,2026-06-18,2024-05-20,105,8,2025-04-10,12.838115762939388,102.7,ST023,Uptown Pharmacy,4812 Maple Ave,Dallas,TX,75219.0,USA
SYN00043,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-04-29,2027-03-04,10,4,2027-03-15,36.72816652837762,146.91,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206.0,USA
SYN00044,P1421,Melatonin 5mg,supplement,NutriHealth,MEL-2402E,2025-12-04,2024-11-02,112,5,2024-11-20,7.641081682060115,38.21,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702.0,USA
SYN00045,P1022,Lisinopril 10mg,antihypertensive,MediCore Labs,LIS-24L-022,2027-02-01,2025-12-26,180,10,2026-01-09,7.923128919592481,79.23,ST022,Healthy Living,603 Wellness St,Miami,FL,33101.0,USA
SYN00046,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-08-19,2025-08-18,81,6,2025-08-31,8.70728608449402,52.24,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN00047,P1001,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A-001,2025-12-07,2024-10-18,111,1,2024-11-09,7.713358943030302,7.71,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN00048,P1346,Amoxicillin 500mg,antibiotic,MediCore Inc.,AMX-24B,2026-06-01,2024-05-25,89,7,2025-04-04,11.926438643479152,83.49,ST023,Uptown Pharmacy,4812 Maple Ave,Dallas,TX,75219.0,USA
SYN00049,P1029,Zinc Gluconate 50mg,supplement,NutriHealth Inc.,ZNC-25A,2028-09-07,2027-07-13,34,4,2027-07-26,6.7949409182626255,27.18,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014.0,USA
SYN00050,P1411,Influenza Vaccine 2024,vaccine,MedVax Labs,FLU-2024B,2026-02-08,2024-09-09,319,84,2024-11-09,17.298333829698205,1453.06,ST027,WellSpring Clinic,4850 Lakeview Dr,Madison,WI,53705.0,USA
SYN00051,P1534,Salbutamol 2mg,bronchodilator,Airways Pharmaceuticals,SAL-2404A,2026-03-15,2024-03-22,45,3,2024-04-13,15.545435548890893,46.64,ST022,MetroCare Pharmacy,1220 Maple Ave,Newport,KY,41071.0,USA
SYN00052,P1051,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-23C,2025-10-16,2024-08-24,51,6,2025-03-18,8.90445154648645,53.43,ST021,HealthFirst Pharmacy,123 Elm St,Nashville,TN,37209.0,USA
SYN00053,P1190,Hydrochlorothiazide 25mg,other,MediCore Labs,HCTZ-24A,2027-07-14,2026-07-07,111,8,2026-07-10,13.435557042366966,107.48,ST023,Better Health Rx,88 North St,Birmingham,AL,35203.0,USA
SYN00054,P1007,Levothyroxine 88mcg,hormone,EndoLife Corp,LEV-23Y-007,2025-09-12,2024-09-14,23,1,2024-09-22,40.548677969929095,40.55,ST007,SpecialtyRx,210 Medical Pkwy,Cleveland,OH,44114.0,USA
SYN00055,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-09-29,2025-09-16,180,9,2025-09-16,7.231906247835371,65.09,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004.0,USA
SYN00056,P1408,Doxycycline 100mg,antibiotic,MediCore Inc.,DOX-2404K,2026-09-15,2024-09-09,67,3,2024-09-17,17.940047128153104,53.82,ST024,Vitality Drugs,246 East Rd,Seattle,WA,98109.0,USA
SYN00057,P1063,Prednisolone 10mg,other,Sterix Pharma,PRD-25A,2028-07-01,2027-05-11,46,2,2027-06-02,13.395964995662432,26.79,ST037,PharmSave,1500 Clifton Rd,Atlanta,GA,30322.0,USA
SYN00058,P1464,Estradiol 1mg,hormone,PharmaGenix,EST-24E,2028-03-18,2027-02-25,10,1,2027-03-02,89.53808826091243,89.54,ST050,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001.0,USA
SYN00059,P1045,Multivitamin Kids,supplement,NutriHealth Inc,MLT-24B-045,2026-06-24,2025-05-15,115,7,2025-06-11,8.874607020216722,62.12,ST026,Northside Drugs,201 North St,Baltimore,MD,21201.0,USA
SYN00060,P1022,Lisinopril 10mg,antihypertensive,MediCore Labs,LIS-24L-022,2027-01-27,2026-01-05,183,10,2026-01-07,7.540578340526154,75.41,ST022,Healthy Living,603 Wellness St,Miami,FL,33101.0,USA
SYN00061,P1042,Hydroxyzine 10mg,antihistamine,AllergyFree Ltd,HYZ-24C-042,2026-03-06,2025-02-19,53,4,2025-02-19,16.580495767174803,66.32,ST041,CommunityMed,500 Oakridge Rd,Columbus,OH,43215.0,USA
SYN00062,P1009,Influenza Vaccine,vaccine,BioShield,FLU-24V-009,2026-02-01,2024-09-10,392,71,2024-10-09,18.94715734388828,1345.25,ST009,Giant Chemist,450 Union Ave,Seattle,WA,98101.0,USA
SYN00063,P1367,Ranitidine 150mg,antacid,GastroCare,RAN-2402A,2025-12-26,2024-01-07,496,101,2024-01-24,4.373062209290448,441.68,ST010,Giant Chemist,77 Commerce Blvd,Dallas,TX,75204.0,USA
SYN00064,P1128,Calcium Carbonate 500mg,antacid,DigestiveCare,CAC-24A,2028-02-06,2027-02-09,146,8,2027-02-13,6.910831327929052,55.29,ST015,Care Max,55 Maple Blvd,San Diego,CA,92101.0,USA
SYN00065,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-09-17,2025-08-10,96,4,2025-08-24,8.856472134196938,35.43,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN00066,P1092,Levothyroxine 75mcg,hormone,ThyroGenix,LEV-23F,2028-01-09,2026-01-12,10,1,2026-04-01,37.50014096736514,37.5,ST027,Care Max Pharmacy,9212 Pinecrest Rd,Columbia,SC,29223.0,USA
SYN00067,P1106,Rabeprazole 20mg,antacid,DigestAid Corp,RAB-24B,2027-12-27,2026-12-31,200,16,2027-01-07,12.005589618535824,192.09,ST029,QuickMed Pharmacy,801 Elm St,Tampa,FL,33605.0,USA
SYN00068,P1108,Pantoprazole 40mg,antacid,DigestAid Corp,PAN-25B,2028-08-15,2027-07-28,134,9,2027-08-29,12.75764731376474,114.82,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206.0,USA
SYN00069,P1014,Metformin 500mg,antidiabetic,MediCore Labs,MET-24M-014,2026-09-11,2025-08-01,242,11,2025-08-17,8.218341053867965,90.4,ST014,UrbanMeds,90 7th Ave,New York,NY,10001.0,USA
SYN00070,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-12-03,2025-11-18,130,9,2025-11-15,10.31638874380137,92.85,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN00071,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-09-21,2025-09-15,194,9,2025-09-15,7.7252403880965295,69.53,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004.0,USA
SYN00072,P1344,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-24A,2027-06-14,2026-06-19,82,6,2026-06-18,19.03684258476239,114.22,ST038,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101.0,USA
SYN00073,P1572,Influenza Vaccine 2024,vaccine,ImmuniSafe,FLU-24B,2026-01-30,2024-09-26,338,74,2024-10-14,16.041807303962493,1187.09,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501.0,USA
SYN00074,P1490,Zinc Gluconate 50mg,supplement,NutriHealth,ZIN-2401G,2025-11-09,2024-11-09,127,7,2024-11-10,6.852034300643961,47.96,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702.0,USA
SYN00075,P1435,Naproxen 220mg,analgesic,HealWell Pharma,NAP-2404B,2026-03-20,2024-03-22,56,4,2024-04-12,10.620111778235474,42.48,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904.0,USA
SYN00076,P1020,Fish Oil 1000mg,supplement,NutriHealth Inc,FIS-24F-020,2026-07-12,2025-06-23,90,8,2025-07-09,9.861879058689816,78.9,ST020,Oceanview Pharmacy,101 Beach Dr,San Diego,CA,92101.0,USA
SYN00077,P1558,Rabeprazole 20mg,antacid,GastroCare,RAB-2403Z,2026-09-30,2024-09-21,94,9,2024-10-17,7.527488848045869,67.75,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904.0,USA
SYN00078,P1182,Clopidogrel 75mg,other,CardioLife,CLO-23C,2026-03-24,2025-11-14,19,1,2026-01-20,21.00949109265482,21.01,ST022,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101.0,USA
SYN00079,P1005,Calcium 600mg,supplement,NutriHealth Inc,CAL-24D-005,2026-08-16,2025-08-06,90,9,2025-08-06,9.271263741413986,83.44,ST005,CityRx Pharmacy,159 West Loop,Chicago,IL,60607.0,USA
SYN00080,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-10-22,2024-09-29,39,3,2024-10-07,8.9083712073427,26.73,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501.0,USA
SYN00081,P1026,Multivitamin Adult,supplement,NutriHealth Inc,MLT-24B-026,2026-06-07,2025-05-25,128,11,2025-05-27,10.813306596892513,118.95,ST026,Northside Drugs,201 North St,Baltimore,MD,21201.0,USA
SYN00082,P1027,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-23D-027,2026-08-16,2025-07-04,49,4,2025-07-06,16.141529915431605,64.57,ST027,Harbor Pharmacy,404 Harbor St,Boston,MA,2109.0,USA
SYN00083,P1113,Vitamin E 400IU,supplement,NutriHealth Inc.,VITE-25A,2029-01-03,2027-12-23,47,4,2028-01-09,7.739905638136509,30.96,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703.0,USA
SYN00084,P1451,Albuterol Inhaler,other,RespiraMed,ALB-24I,2027-09-23,2026-09-01,66,7,2026-09-19,19.246335673577313,134.72,ST049,Giant Chemist,900 Grand Ave,St. Louis,MO,63101.0,USA
SYN00085,P1440,Vitamin B Complex,supplement,NutriHealth Inc,VITB-24A,2027-03-17,2026-02-20,151,9,2026-03-06,13.431402442739383,120.88,ST048,Health Express,505 State Ave,Raleigh,NC,27601.0,USA
SYN00086,P1045,Multivitamin Kids,supplement,NutriHealth Inc,MLT-24B-045,2026-05-30,2025-05-22,116,6,2025-06-05,8.889565672717257,53.34,ST026,Northside Drugs,201 North St,Baltimore,MD,21201.0,USA
SYN00087,P1029,Azithromycin 250mg,antibiotic,MediCore Labs,AZI-24A-029,2026-12-12,2025-10-17,50,3,2025-10-26,19.54664637079782,58.64,ST029,GoodHealth Drugs,232 Main St,Houston,TX,77002.0,USA
SYN00088,P9999,,,,,2100-01-01,,10,1,2099-01-07,0.009693090142785913,0.01,ST000,,,,,,
SYN00089,P1007,Fish Oil 1000mg,supplement,NutriHealth Inc.,FOIL-23B,2026-11-28,2025-10-31,41,6,2025-12-25,8.741800466583014,52.45,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745.0,USA
SYN00090,P1024,Vitamin C 500mg,supplement,NutriHealth Inc,VIT-24B-024,2026-04-29,2025-03-23,110,10,2025-04-10,7.412973647232972,74.13,ST024,CommunityMed,500 Oakridge Rd,Columbus,OH,43215.0,USA
SYN00091,P1043,Amoxicillin 500mg,antibiotic,MediCore Inc.,AMX-2402B,2025-12-07,2024-12-11,202,6,2024-12-27,12.055257381556853,72.33,ST021,UrbanMed Pharmacy,420 Elm St,Newark,NJ,7107.0,USA
SYN00092,P1183,Vitamin D3 2000IU,supplement,NutriHealth Group,VD3-2024A,2026-02-14,2024-12-02,151,2,2025-01-18,12.294560265613368,24.59,ST022,GreenLife Drugstore,725 Oak Dr,Portland,OR,97205.0,USA
SYN00093,P1421,Melatonin 5mg,supplement,NutriHealth,MEL-2402E,2025-12-08,2024-11-01,121,7,2024-11-12,7.7902432787086555,54.53,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702.0,USA
SYN00094,P1152,Metformin 500mg,other,GlucoseRx,MET-231B,2025-09-14,2024-08-06,162,8,2024-08-22,8.214191577676326,65.71,ST019,Sunrise Pharmacy,75 Ocean Ave,Miami,FL,33101.0,USA
SYN00095,P1403,Probiotic Complex,supplement,NutriHealth Inc,PROB-24B,2026-08-10,2025-07-25,184,13,2025-08-10,17.00451858151144,221.06,ST044,Vibrant Life,1212 Grand Rd,Indianapolis,IN,46204.0,USA
SYN00096,P1025,Hydrocortisone 1% Cream,steroid,DermalCare Inc,HYC-24H-025,2025-09-16,2024-08-19,38,2,2024-08-26,20.3431885037266,40.69,ST025,Midtown Pharmacy,350 9th Ave,Des Moines,IA,50309.0,USA
SYN00097,P1464,Estradiol 1mg,hormone,PharmaGenix,EST-24E,2028-04-05,2027-03-06,11,1,2027-03-01,88.57347380211563,88.57,ST050,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001.0,USA
SYN00098,P1113,Vitamin E 400IU,supplement,NutriHealth Inc.,VITE-25A,2028-12-16,2027-12-30,40,3,2028-01-03,7.7724983603093,23.32,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703.0,USA
SYN00099,P1451,Albuterol Inhaler,other,RespiraMed,ALB-24I,2027-10-09,2026-09-17,68,7,2026-09-19,20.189614186694367,141.33,ST049,Giant Chemist,900 Grand Ave,St. Louis,MO,63101.0,USA
SYN00100,P1017,Cetirizine 10mg,antihistamine,MediCore Labs,CET-2401,2026-07-08,2025-06-04,88,7,2025-06-25,10.615938606908607,74.31,ST017,MediPlus,145 River Rd,Denver,CO,80203.0,USA
SYN00101,P1031,Magnesium Citrate 200mg,supplement,NutriHealth Inc.,MAGC-24B,2027-10-21,2026-12-03,47,2,2027-01-13,8.820835373270873,17.64,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205.0,USA
SYN00102,P1021,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-2401A,2025-09-19,2024-08-09,129,5,2024-09-03,9.315170468030344,46.58,ST019,Lakeview Pharmacy,882 Willow Ave,Duluth,MN,55802.0,USA
SYN00103,P1024,Vitamin C 500mg,supplement,NutriHealth Inc,VIT-24B-024,2026-05-10,2025-04-01,125,9,2025-04-14,7.069679174147627,63.63,ST024,CommunityMed,500 Oakridge Rd,Columbus,OH,43215.0,USA
SYN00104,P1669,Magnesium Citrate 200mg,supplement,NutriHealth,MAG-2402V,2025-06-15,2024-05-22,103,7,2024-06-13,7.38384548245186,51.69,ST011,Sunrise Health,2107 Market St,Riverside,CA,92501.0,USA
SYN00105,P1697,Paracetamol 500mg,analgesic,HealWell Pharma,PARA-2404D,2026-08-19,2024-07-25,154,8,2024-08-10,8.129476641048479,65.04,ST021,UrbanMed Pharmacy,420 Elm St,Newark,NJ,7107.0,USA
SYN00106,P1083,Clindamycin 300mg,antibiotic,MediCore Labs,CLI-25A,2028-09-17,2027-10-20,87,4,2027-10-31,22.45766595229037,89.83,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745.0,USA
SYN00107,P1045,Acetaminophen 500mg,analgesic,HealWell Pharma,ACE-25B,2028-06-01,2027-04-07,107,9,2027-05-07,7.185485380737264,64.67,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219.0,USA
SYN00108,P1035,Esomeprazole 40mg,antacid,Digestive Solutions,ESO-23E-035,2026-05-18,2025-03-21,70,4,2025-03-25,14.447729987637853,57.79,ST035,CityRx Pharmacy,159 West Loop,Chicago,IL,60607.0,USA
SYN00109,P1020,Fish Oil 1000mg,supplement,NutriHealth Inc,FIS-24F-020,2026-06-22,2025-06-20,99,9,2025-07-06,9.533923022882867,85.81,ST020,Oceanview Pharmacy,101 Beach Dr,San Diego,CA,92101.0,USA
SYN00110,P1021,Diphenhydramine 25mg,antihistamine,AllergyFree Ltd,DIP-24C-021,2026-05-12,2025-04-09,66,2,2025-04-29,11.947060761391418,23.89,ST021,Sunset Drugs,855 Sunset Blvd,Los Angeles,CA,90028.0,USA
SYN00111,P1607,Simethicone 80mg,antacid,GastroCare,SIM-2402Q,2025-07-21,2024-07-29,126,4,2024-08-09,7.117536427339477,28.47,ST011,Sunrise Health,2107 Market St,Riverside,CA,92501.0,USA
SYN00112,P1004,Cetirizine 10mg,antihistamine,AllergyFree Ltd,CTZ-24C-004,2025-09-13,2024-08-15,60,3,2024-09-12,13.849962565763732,41.55,ST004,WellnessMed,789 3rd St,Austin,TX,73301.0,USA
SYN00113,P1051,Hydroxyzine 25mg,antihistamine,Allergonix,HYD-25A,2028-09-24,2027-09-03,43,1,2027-09-19,9.638469043381331,9.64,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219.0,USA
SYN00114,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-11-15,2025-11-07,143,8,2025-11-17,10.444761013847762,83.56,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN00115,P1205,Metformin 500mg,antidiabetic,GlucoLabs,METF-2405B,2026-08-10,2024-07-03,169,9,2024-07-11,9.187031299874526,82.68,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609.0,USA
SYN00116,P1697,Paracetamol 500mg,analgesic,HealWell Pharma,PARA-2404D,2026-07-30,2024-07-26,152,6,2024-08-08,7.901605145842995,47.41,ST021,UrbanMed Pharmacy,420 Elm St,Newark,NJ,7107.0,USA
SYN00117,P1035,Esomeprazole 40mg,antacid,Digestive Solutions,ESO-23E-035,2026-04-23,2025-03-25,72,3,2025-03-27,15.26448486863722,45.79,ST035,CityRx Pharmacy,159 West Loop,Chicago,IL,60607.0,USA
SYN00118,P1201,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-24B,2026-09-18,2025-09-05,74,5,2025-09-17,14.488206731940043,72.44,ST024,Peak Pharmacy,22 Ridge Ln,Denver,CO,80204.0,USA
